anomalyID,sourceIPAddress,srcPort,destinationIPAddress,dstPort,taxonomy,heuristic,distance,nbDetectors,label
0,203.66.170.199,,96.187.45.2,,alphfl,-0.13125,1,suspicious
1,61.33.10.20,,,23,sntscSYN,-0.305426,1,suspicious
2,123.114.242.116,,203.66.174.109,80,salphfl,-0.324235,2,suspicious
3,203.131.116.8,62351,149.15.179.131,873,mptpla,-0.01008,4,suspicious
3,203.131.116.8,51640,149.15.179.131,873,mptpla,-0.01008,4,suspicious
3,203.131.116.10,43789,149.15.179.131,873,mptpla,-0.01008,4,suspicious
4,123.194.100.109,,,23,ntscSYN,-0.04927,3,suspicious
5,76.213.32.109,,,23,ntscSYN,-0.04927,3,suspicious
6,27.58.110.52,,,23,ntscSYN,-0.04927,3,suspicious
7,163.79.163.206,50620,128.206.193.206,80,ptmpla,-0.154809,3,suspicious
7,163.79.163.206,50619,128.206.193.206,80,ptmpla,-0.154809,3,suspicious
7,163.79.163.206,49528,1.161.34.82,80,ptmpla,-0.154809,3,suspicious
7,163.79.163.206,50877,128.193.193.30,443,ptmpla,-0.154809,3,suspicious
7,163.79.163.206,50532,123.112.202.118,53,ptmpla,-0.154809,3,suspicious
8,172.70.109.72,443,163.79.162.52,51018,salphfl,-0.206568,2,suspicious
9,60.210.25.181,,,23,ntscSYN,-0.04927,3,suspicious
10,172.150.63.165,,,,ntscICec,-0.04927,3,suspicious
11,60.28.76.133,,,23,ntscSYN,-0.04927,3,suspicious
12,203.66.180.19,34318,163.79.124.149,25,salphfl,-0.206568,2,suspicious
13,50.115.118.73,,,,ntscICec,-0.04927,3,suspicious
14,203.66.160.200,80,110.0.180.249,5572,alphflHTTP,-0.04927,3,suspicious
15,133.196.189.29,,110.210.110.168,80,alphflHTTP,-0.04927,3,suspicious
16,185.73.203.207,,,22,ntscSYN,-0.04927,3,suspicious
17,203.66.180.19,,,,ntscICec,-0.04927,3,suspicious
18,191.96.192.44,,,,ntscICec,-0.04927,3,suspicious
19,74.126.144.255,,,,ntscICec,-0.04927,3,suspicious
20,141.192.140.106,30021,,9090,ntscSYN,-0.04927,3,suspicious
21,134.112.61.55,5281,,5060,ntscUDPOther,-0.08808,3,suspicious
22,27.61.245.172,,,23,ntscSYN,-0.305426,1,suspicious
23,111.97.88.146,,,,ntscICec,-0.04927,3,suspicious
24,66.255.29.99,,,135,ptmp,-0.206568,2,suspicious
25,183.77.248.243,,,23,ntscSYN,-0.04927,3,suspicious
26,31.222.239.48,,,,ntscICec,-0.04927,3,suspicious
27,185.103.101.221,253,,22,ntscSYN,-0.04927,3,suspicious
28,142.237.129.230,5061,,5060,ntscUDPOther,-0.04927,3,suspicious
29,123.151.77.254,,,23,ntscSYN,-0.04927,3,suspicious
30,107.222.164.35,,,,ntscICec,-0.04927,3,suspicious
31,222.42.4.13,,,23,ntscSYN,-0.305426,1,suspicious
32,27.47.144.52,,,23,ntscSYN,-0.206568,2,suspicious
33,175.230.150.54,,,23,ntscSYN,-0.04927,3,suspicious
34,58.11.117.167,,,445,ntscSYN139445,-0.04927,3,suspicious
35,119.253.77.48,,,23,ntscSYN,-0.04927,3,suspicious
36,122.141.247.20,,,23,ntscSYN,-0.206568,2,suspicious
37,42.251.180.36,,,23,ntscSYN,-0.206568,2,suspicious
38,185.40.17.238,,,445,ntscSYN139445,-0.206568,2,suspicious
39,101.47.234.16,,,23,ntscSYN,-0.04927,3,suspicious
40,211.105.112.136,,203.66.174.131,5900,alphfl,-0.206568,2,suspicious
41,59.200.177.126,,,3306,ntscSYN,-0.04927,3,suspicious
42,60.28.75.74,,,23,ntscSYN,-0.206568,2,suspicious
43,119.127.230.165,,,23,ntscSYN,-0.206568,2,suspicious
44,175.219.167.207,,,23,ntscSYN,-0.206568,2,suspicious
45,115.68.123.12,,,23,ntscSYN,-0.206568,2,suspicious
46,17.141.85.10,,,23,ntscSYN,-0.206568,2,suspicious
47,180.136.86.245,,,23,ntscSYN,-0.04927,3,suspicious
48,116.37.87.26,,,23,ntscSYN,-0.206568,2,suspicious
49,14.159.42.227,,,445,ntscSYN139445,-0.04927,3,suspicious
50,23.105.40.2,,,,ntscICec,-0.04927,3,suspicious
51,133.217.64.79,,,,mptmp,-0.256922,2,suspicious
51,,5900,211.105.112.201,,mptmp,-0.256922,2,suspicious
52,,8889,202.246.153.217,59276,ntscUDPUDPrp,-0.206568,2,suspicious
53,45.125.140.106,,,,ntscICec,-0.04927,3,suspicious
54,58.81.150.101,,163.79.163.57,,mptpla,-0.01008,4,suspicious
54,58.81.150.101,443,,,mptpla,-0.01008,4,suspicious
54,,443,163.79.163.57,,mptpla,-0.01008,4,suspicious
54,,80,163.79.163.57,,mptpla,-0.01008,4,suspicious
55,113.176.120.41,,,23,ntscSYN,-0.04927,3,suspicious
56,60.1.254.17,,,23,ntscSYN,-0.04927,3,suspicious
57,111.183.34.243,6000,,1433,ntscSYN,-0.04927,3,suspicious
58,222.42.4.13,,,23,ntscSYN,-0.15982,2,suspicious
59,101.36.246.119,,,23,ntscSYN,-0.04927,3,suspicious
60,27.61.245.172,,,23,ntscSYN,-0.15982,2,suspicious
61,114.136.178.176,,,23,ntscSYN,-0.04927,3,suspicious
62,121.144.133.41,,,23,ntscSYN,-0.04927,3,suspicious
63,112.252.237.85,,,23,ntscSYN,-0.04927,3,suspicious
64,139.154.189.138,,,,ntscICec,-0.04927,3,suspicious
65,,5042,92.48.57.160,48981,ntscTCPRSTACKrp,-0.204555,3,suspicious
65,,5043,92.48.57.160,48981,ntscTCPRSTACKrp,-0.204555,3,suspicious
66,,5900,211.105.112.201,,mptmp,-0.182794,3,suspicious
66,,,142.196.239.118,80,mptmp,-0.182794,3,suspicious
67,,,173.160.219.160,,ntscUDPUDPICrp,-0.168013,3,suspicious
68,110.0.180.249,5572,203.66.160.200,80,mptplaHTTP,-0.328641,2,suspicious
68,1.165.79.95,38150,203.66.160.200,80,mptplaHTTP,-0.328641,2,suspicious
69,202.246.153.217,25,,,ptmp,-0.328641,2,suspicious
69,202.246.153.217,,,25,ptmp,-0.328641,2,suspicious
70,185.40.17.238,65535,,,ntscSYN,-0.225315,2,suspicious
70,104.146.121.65,,,49157,ntscSYN,-0.225315,2,suspicious
71,,,0.0.0.0,,empty,-0.09559,1,suspicious
72,0.0.0.0,,,,empty,-0.09559,1,suspicious
73,133.196.134.97,,,443,ptmp,-0.07035,2,suspicious
74,79.140.126.46,48810,,80,sntscSYN,-0.07035,2,suspicious
75,82.99.146.204,36898,,80,sntscSYN,-0.07035,2,suspicious
76,188.232.146.148,52292,,80,sntscSYN,-0.07035,2,suspicious
77,177.94.21.171,31857,,80,sntscSYN,-0.07035,2,suspicious
78,163.79.161.157,,,443,ptmp,-0.07035,2,suspicious
79,107.252.32.107,20210,,,ptmp,-0.07035,2,suspicious
80,108.147.10.90,34604,,,ptmp,-0.07035,2,suspicious
81,85.105.114.153,62783,,80,sntscSYN,-0.07035,2,suspicious
82,203.66.180.19,9218,,80,sntscSYN,-0.07035,2,suspicious
83,151.171.146.103,3183,,80,sntscSYN,-0.07035,2,suspicious
84,,,150.201.141.213,,mptp,-0.333428,1,suspicious
85,,,133.217.66.5,50356,mptp,-0.333428,1,suspicious
86,80.164.251.114,,,52869,ntscSYN,-0.333428,1,suspicious
87,92.48.57.159,48681,,3026,ntscSYN,-0.333428,1,suspicious
87,92.48.57.159,48681,,3027,ntscSYN,-0.333428,1,suspicious
88,92.48.57.156,48621,,2047,ntscSYN,-0.333428,1,suspicious
88,92.48.57.156,48621,,2048,ntscSYN,-0.333428,1,suspicious
89,104.146.66.113,,,49157,ntscSYN,-0.333428,1,suspicious
90,92.48.57.144,48621,,10039,ntscSYN,-0.333428,1,suspicious
90,92.48.57.144,48621,,10040,ntscSYN,-0.333428,1,suspicious
90,92.48.57.144,48621,,10038,ntscSYN,-0.333428,1,suspicious
91,74.126.203.129,443,163.79.190.186,,salphfl,-0.222371,2,suspicious
92,,6666,,80,sntscSYN,-0.333428,1,suspicious
93,92.48.57.164,48741,,6043,ntscSYN,-0.333428,1,suspicious
93,92.48.57.164,48741,,6042,ntscSYN,-0.333428,1,suspicious
93,92.48.57.164,48741,,6044,ntscSYN,-0.333428,1,suspicious
94,185.40.17.238,65535,,8888,ntscSYN,-0.333428,1,suspicious
94,185.40.17.238,65535,,8889,ntscSYN,-0.333428,1,suspicious
94,185.40.17.238,65535,,8890,ntscSYN,-0.333428,1,suspicious
95,,,216.11.201.221,,ntscUDPUDPICrp,-0.01752,5,suspicious
96,60.215.40.115,43619,,,ptmp,-0.333428,1,suspicious
97,181.182.182.254,53653,,,ptmp,-0.333428,1,suspicious
98,194.50.119.178,,,,ptmp,-0.333428,1,suspicious
99,181.182.182.152,51379,,,ptmp,-0.333428,1,suspicious
100,92.48.57.144,,,,ntscSYN,-0.333428,1,suspicious
101,92.48.57.148,49468,,,ptmp,-0.333428,1,suspicious
102,92.48.57.156,48621,,2050,ntscSYN,-0.333428,1,suspicious
102,92.48.57.156,48621,,2047,ntscSYN,-0.333428,1,suspicious
102,92.48.57.156,48621,,2049,ntscSYN,-0.333428,1,suspicious
103,92.48.57.159,48681,,3027,ntscSYN,-0.333428,1,suspicious
103,92.48.57.159,48681,,3026,ntscSYN,-0.333428,1,suspicious
104,80.164.194.152,,,52869,ntscSYN,-0.333428,1,suspicious
105,92.48.57.175,,,,ntscSYN,-0.333428,1,suspicious
106,46.30.197.236,40489,,,ptmp,-0.333428,1,suspicious
107,185.91.73.134,,,1900,ntscUDPOther,-0.333428,1,suspicious
108,46.30.197.31,,,8545,ntscSYN,-0.333428,1,suspicious
109,107.213.7.199,,,5357,ntscSYN,-0.333428,1,suspicious
110,42.253.189.199,,,80,ntscSYN,-0.333428,1,suspicious
111,,6666,,5901,dntscSYN,-0.333428,1,suspicious
112,,6666,,8080,ntscSYN,-0.333428,1,suspicious
113,,6712,,5353,ntscUDPOther,-0.333428,1,suspicious
114,104.146.65.197,,,49157,ntscSYN,-0.333428,1,suspicious
115,192.15.237.78,,,5357,ntscSYN,-0.05917,2,suspicious
116,92.48.57.160,48981,,5044,ntscSYN,-0.333428,1,suspicious
116,92.48.57.160,48981,,5043,ntscSYN,-0.333428,1,suspicious
117,92.48.57.164,48741,,6043,ntscSYN,-0.333428,1,suspicious
118,185.40.17.238,65535,,8889,ntscSYN,-0.333428,1,suspicious
118,185.40.17.238,65535,,8890,ntscSYN,-0.333428,1,suspicious
118,185.40.17.238,65535,,8888,ntscSYN,-0.333428,1,suspicious
119,,,203.66.223.72,23,mptp,-0.08808,3,suspicious
120,,,192.15.197.167,,ntscTCPTCPICrp,-0.333428,1,suspicious
121,,,150.201.222.106,54748,mptp,-0.333428,1,suspicious
122,5.51.207.66,,202.246.153.200,80,alphflHTTP,-0.333428,1,suspicious
123,,,195.213.74.146,,ntscUDPUDPICrp,-0.333428,1,suspicious
124,,,133.217.66.74,50348,mptp,-0.333428,1,suspicious
125,,,133.217.66.5,50356,mptp,-0.333428,1,suspicious
126,183.179.45.85,443,163.79.181.13,,salphfl,-0.333428,1,suspicious
127,,,150.201.223.58,54748,mptp,-0.333428,1,suspicious
128,,30303,163.79.98.55,30303,ntscUDPUDPrp,-0.333428,1,suspicious
129,,443,202.248.205.195,,mptp,-0.278313,2,suspicious
129,,53,202.248.205.195,,mptp,-0.278313,2,suspicious
130,,53,163.79.91.161,,ntscUDPUDPrp,-0.05917,2,suspicious
131,5.51.207.106,,202.246.153.200,80,alphflHTTP,-0.05917,2,suspicious
132,,,192.4.17.247,65535,ntscTCPRSTACKrp,-0.05917,2,suspicious
132,,8545,192.4.17.247,65534,ntscTCPRSTACKrp,-0.05917,2,suspicious
133,,443,202.246.154.148,,mptmp,-0.084676,3,suspicious
133,,80,202.246.154.148,,mptmp,-0.084676,3,suspicious
133,,443,163.79.161.231,,mptmp,-0.084676,3,suspicious
133,,80,163.79.161.231,,mptmp,-0.084676,3,suspicious
134,131.135.230.207,,,80,ptmplaHTTP,-0.324235,2,suspicious
135,133.196.131.240,,,443,mptmp,-0.084609,4,suspicious
135,133.196.91.249,,,443,mptmp,-0.084609,4,suspicious
135,203.66.180.19,,,443,mptmp,-0.084609,4,suspicious
136,163.79.163.199,,,80,ptmpHTTP,-0.324235,2,suspicious
136,163.79.163.199,,,443,ptmpHTTP,-0.324235,2,suspicious
137,163.79.162.207,,,443,ptmp,-0.324235,2,suspicious
137,163.79.162.207,,,80,ptmp,-0.324235,2,suspicious
138,163.79.161.231,,,80,ptmp,-0.324235,2,suspicious
138,163.79.161.231,,,443,ptmp,-0.324235,2,suspicious
139,192.15.197.167,,,5357,ntscSYN,-0.270252,2,suspicious
140,,443,203.66.249.164,,mptp,-0.05917,2,suspicious
141,107.51.60.101,,163.79.121.96,,mptmp,-0.117995,3,suspicious
141,107.51.60.101,,,443,mptmp,-0.117995,3,suspicious
141,54.82.214.69,,163.79.121.96,,mptmp,-0.117995,3,suspicious
141,54.82.214.69,,,80,mptmp,-0.117995,3,suspicious
141,54.82.214.69,,,443,mptmp,-0.117995,3,suspicious
141,,,163.79.121.96,80,mptmp,-0.117995,3,suspicious
141,,,163.79.121.96,443,mptmp,-0.117995,3,suspicious
142,92.48.57.155,48621,,52,ntscSYN,-0.08808,3,suspicious
142,92.48.57.155,48621,,53,ntscSYN,-0.08808,3,suspicious
142,92.48.57.155,48621,,54,ntscSYN,-0.08808,3,suspicious
143,,443,163.79.162.37,,mptp,-0.05679,2,suspicious
144,173.189.74.246,443,163.79.204.252,,ptmpla,-0.10128,2,suspicious
144,173.189.74.246,443,163.79.162.131,,ptmpla,-0.10128,2,suspicious
145,193.31.93.80,50385,,4455,ntscSYN,-0.333428,1,suspicious
145,193.31.93.80,50385,,8181,ntscSYN,-0.333428,1,suspicious
145,193.31.93.80,50385,,33890,ntscSYN,-0.333428,1,suspicious
146,,443,163.79.162.87,,mptp,-0.211341,2,suspicious
147,,443,163.79.162.25,,mptp,-0.16934,3,suspicious
148,,443,163.79.162.184,,mptp,-0.211341,2,suspicious
149,23.28.43.24,443,163.79.225.157,,alphfl,-0.16934,3,suspicious
150,5.172.182.78,,203.66.180.19,,mptmp,-0.117995,3,suspicious
150,5.172.182.78,443,,,mptmp,-0.117995,3,suspicious
150,,443,203.66.180.19,,mptmp,-0.117995,3,suspicious
151,,443,163.79.99.203,,mptp,-0.211341,2,suspicious
151,,80,163.79.99.203,,mptp,-0.211341,2,suspicious
152,203.66.165.80,80,,,ptmpHTTP,-0.117995,3,suspicious
153,,,202.248.205.187,443,mptpla,-0.324235,2,suspicious
154,149.15.135.134,,203.131.116.8,161,mptpla,-0.117995,3,suspicious
154,199.193.133.14,53,203.131.116.8,,mptpla,-0.117995,3,suspicious
155,172.142.22.92,,203.66.172.103,443,alphfl,-0.117995,3,suspicious
156,46.123.130.171,,,81,ntscSYN,-0.222175,3,suspicious
156,196.5.41.43,6666,,,ntscSYN,-0.222175,3,suspicious
157,72.41.25.159,50497,37.11.170.79,443,alphfl,-0.324235,2,suspicious
157,72.41.25.159,50496,37.11.170.79,443,alphfl,-0.324235,2,suspicious
157,72.41.25.159,50454,37.11.170.79,443,alphfl,-0.324235,2,suspicious
157,72.41.25.159,50453,37.11.170.79,443,alphfl,-0.324235,2,suspicious
158,133.196.93.61,80,52.182.92.28,,mptplaHTTP,-0.117995,3,suspicious
158,133.196.194.108,80,52.182.92.28,,mptplaHTTP,-0.117995,3,suspicious
